Client_ID,Balance_Limit_V1,AGE,g_F,g_M,es_Graduate,es_High School,es_Other,ms_Other,ms_Single,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,Paid_AMT,Due_AMT
A26255,100,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,-1,-12334.510276145804,-112398.99568690335
A6864,200,56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,2,2,-1,0,-6720.291961994869,-51306.696265349856
A24236,500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,2,2,0,-5458.757645985882,335080.5347759503
A15264,200,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-14623.493337937674,116491.18545489495
A25416,200,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2,2,2,2,2,-14728.026412871899,74259.71488009334
A4969,200,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,0,0,0,0,0,-15556.860488661872,-181912.3278550551
A24605,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,-1,-1,-8058.008570607998,3607.277019915702
A8613,100,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2,2,-6635.456596590597,-80387.75384787974
A26478,200,73,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-9115.546360888215,207550.807743828
A8927,500,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,17879.916686939458,843899.6699899645
A9919,300,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0,0,0,-17372.433705126292,13249.356154721618
A15632,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-17551.269861888275,-53533.977619346595
A14924,400,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,-2,-2,-2,-2,-1,-27476.508433043786,-249863.980739629
A3741,200,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-21394.75226712703,-91084.24128544492
A28513,400,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-12908.310545007418,-230511.76927796408
A28597,1000,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1,-1,-1,-1,-1,0,-18247.907434952387,-237215.3015951536
A345,1000,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,37909.28410357082,1619029.7066959727
A18076,200,56,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,0,0,0,0,-20695.091702062582,-46940.96977859031
A28747,300,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-1,-1,-1,0,-24562.555562594876,-246098.9824971129
A2268,200,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,2,2,0,0,-19157.418065572117,-98488.46594828366
A23883,300,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-20717.148658157465,-131420.17546387066
A25365,100,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-19731.0385081309,-94244.24642383837
A4772,500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,-1,5758.861837062672,716244.1988596865
A28862,1500,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,-1,69099.73957055951,138409.39463785695
A8594,500,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,-1,-1,-1,-18171.497277090773,-34157.929088780664
A29354,1000,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,-1,0,215025.0198639579,636306.1217130325
A2441,200,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,2,2,2,2,-15974.827541519579,45034.6069735791
A6610,1000,56,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2,-2,-2,-2,-2,-2,197307.1933064114,7923.850375751294
A21706,300,24,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,3,2,0,0,0,-12506.870625172869,281821.80846732255
A11729,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,-1,0,-1,4326.252592108318,-209551.2472348477
A21573,100,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,2,2,0,0,-21435.7019417188,-156098.86298510525
A253,200,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-23127.31827788663,-122820.49085004092
A25583,400,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1,0,0,0,0,0,-12143.052499030224,64776.25666827078
A22204,100,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-21216.202611475324,-149784.86216787834
A19233,100,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-20773.32596396337,-94415.57344460064
A15850,300,24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,2,3833.2249119353205,324425.5962463832
A7338,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,-1,2,-1,-1,-1,-3267.05641336772,-225194.89083504927
A12745,200,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,6011.914611246643,-122303.2837754158
A24100,200,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,9651.176923075904,74602.71544488863
A15333,500,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,22921.291880629415,121726.75599590222
A7343,100,56,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-24178.922866335583,-243237.2933615333
A753,500,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-2,-2,-24807.00943773752,-245917.33848364468
A1250,200,56,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-21702.224087214578,-138126.07030850524
A23968,1000,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,158930.06626907532,192342.75087886048
A13274,400,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,0,-1,0,-14851.40613728823,-236871.40162371806
A13904,1000,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A2055,1000,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,-2,-2,-2,-1,-27616.01456879993,-248644.34150691458
A20428,100,24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,2,2,2,2,-1,-27193.732990239438,-248771.1065848842
A6909,300,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,-1,0,0,-1,21042.91923513693,-174102.49069140188
A2735,300,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-18894.508476778665,-242892.29119305848
A18094,1000,38,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,156790.58844052654,1088271.980721548
A22142,200,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-16988.35502865599,-90267.91964472018
A15263,1000,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,20335.2501688969,1032511.063088013
A13667,200,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-1756.921948592606,72683.00049626801
A19297,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-12522.865024582166,8647.80809757882
A29350,200,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-14429.634381518494,-190510.65427999847
A25294,200,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-14238.02199085623,84869.14589375244
A15995,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,14858.585000258709,920055.0080167204
A11900,200,24,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-18858.10904659116,-213364.1908327207
A5140,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,0,17876.50749599065,-198464.49389813715
A18565,1500,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,0,0,0,0,0,72384.97612715939,578640.412859729
A820,500,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-2,-2,-2,-2,-2,-3746.4724708349518,-250425.43831308006
A14031,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,2,0,0,-18970.97279616257,11473.409094996401
A6667,200,56,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,0,0,0,2,840.6343423346503,-17123.87887492661
A29584,300,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-2,-1,-1,-18235.852216214284,-238231.78978821923
A4899,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-18104.39348972926,-98909.1480806915
A10904,1500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,0,0,-11659.247595269553,-231434.18782124118
A4605,100,24,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-22029.85772632965,-172878.44278734556
A13622,300,38,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-7855.265760316902,-169083.42901592946
A3739,1000,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-14818.771786946954,-238287.32244823212
A10011,400,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,-2,-1,-1,-2,-2,-26375.812237892434,-246705.98297478835
A22033,200,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,12670.099494289585,-122955.57164316715
A2550,300,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-2694.9779870390803,389963.28559440846
A5097,200,56,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,0,0,0,0,0,-23138.33931402617,-109147.2872207919
A21665,200,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-19643.496473411637,4618.083988521573
A15528,500,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,4693.074323276469,617051.9383847062
A14007,300,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1,-2,-2,-2,-2,-27907.929141885033,-249615.8991019286
A3587,200,38,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-20007.597477454427,-40194.190437304474
A11733,100,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,2,0,-22899.67074899369,-202826.95657821576
A6361,400,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-11654.349930208056,189446.28577989672
A8221,400,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1,0,0,0,0,0,97398.67626308906,228548.4875083962
A17285,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A29156,100,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,0,0,0,-2,-22185.751886813414,-175130.43454853035
A7737,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,2,2,0,0,-21887.0570842296,-121409.36646584272
A3015,200,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-26809.066487458444,-249248.82929049435
A19731,500,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1,0,0,0,0,0,1626.9164026530198,519582.5816324539
A7491,100,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,2,2,2,0,-22535.015202669667,-142043.30880901864
A27935,500,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,0,-1,-1,42183.128579761586,-195431.99720205305
A15123,500,56,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-17910.367095793652,-238792.85087624527
A12650,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,-2,-1,0,0,0,9761.161330560175,-181656.6027584242
A24398,100,38,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,2,2,3,3,3,-27907.929141885033,-244508.9863914843
A4676,300,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-7349.959333020455,256271.12555663413
A29743,1000,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,62740.06440404274,672338.38258948
A25048,1000,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-2,-1,17047.148234022257,-194321.09004169563
A13044,1500,56,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,-1,-1,0,0,2,22890.985498634887,-159162.7054680245
A24597,200,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-16467.17155710593,1643.023317311242
A7102,500,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-24693.839673739192,-245853.2439479926
A22661,1500,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-2,-2,-2,-2,-2,-2,17778.657703974484,-204568.12281122175
A21100,300,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-25489.823395862048,-247251.57749252848
A7529,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A3992,300,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-2,-2,-2,-2,-27561.230040105576,-246299.12440940313
A5043,200,56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-20881.734986851203,-98193.35130145782
A9601,200,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A13872,1000,56,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,-2,-1,-1,-1,0,-9349.291477184806,-238651.9288441314
A17041,100,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,-1,-1,-1,-1,-1,-16016.125886247135,-237354.52900904234
A19173,300,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-13575.244642866379,211695.56870995942
A24133,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,2,2,2,2,-15706.57533477,-15797.378301600591
A27716,100,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,-1,-1,-1,-1,-1,-25659.24803729652,-247977.9280517058
A17286,300,56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,0,0,-2,-2,-2,-24731.634676986698,-244105.2726682934
A10424,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,6850.827382475797,613596.6530559103
A5142,200,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-14566.429233313156,15639.782597607578
A24419,200,38,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,-2,-2,-2,-2,-1,-26628.71970052959,-248760.65538968233
A1634,500,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A28314,300,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-2,-1,-1,-1,-1,-2,-24446.36333230668,-246858.56349101674
A696,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,-341.95309269033106,170564.22934076888
A7297,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-13188.841787926343,-238413.6648030059
A18293,500,73,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,-1,2,-1,-1,-1,-25536.59819551223,-247521.63854967323
A714,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,-2,-2,-2,-1,2,-25774.14044459151,-248924.73734647743
A20818,100,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-26189.891941025355,-248241.99823277362
A17328,400,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,28911.189105025995,-102130.09049502267
A22122,400,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-21919.3196002597,-243200.49120524412
A20275,1500,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,25843.839296463688,-189267.27638378995
A8179,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,2,2,2,2,-18375.416179763204,-15759.22230611801
A7869,300,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1,2,2,-2,-2,-2,-27907.929141885033,-250012.27178463514
A5705,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,-2,-2,-2,-1,-25383.804079944213,-246940.90594582912
A4993,200,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,2,2,2,2,-10231.395277727117,195579.47194766166
A8872,200,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A15339,400,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-4821.666267066224,600716.4136920433
A3001,100,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-24625.17048082114,-198090.44322173297
A23217,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,69060.22204691119,-154866.14926982444
A22791,100,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-27907.929141885033,-250194.07721777316
A12307,500,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,-2,-16918.318035556807,-130055.8905360688
A118,100,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-20343.462859634128,-109913.23137517639
A10777,1000,56,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-250425.43831308006
A10166,400,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-6984.14268676702,217889.6647828645
A7463,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-15940.31903828854,-241055.94616093743
A24412,500,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,2,0,0,-20585.404779586683,-196495.91504242294
A17979,200,56,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-16966.56855207085,-132538.07765157346
A13850,400,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,2,-2169.8391449749306,513676.4654416641
A22998,1000,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,5932.962836125294,230029.372645105
A21246,100,38,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,15463.911632407358,-169521.3086416062
A8550,1500,38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-1,0,-15786.154934986054,-229069.3057228643
A8753,200,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-19085.920305342184,-89020.85188134809
A26082,200,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-20461.89978293504,-109018.24773960587
A7316,500,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-11336.598102401142,-239563.86162847793
A11526,1000,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,17358.345075774087,-209807.07341513003
A28389,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,30354.259505307706,425674.59378054226
A15226,300,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,2,3,2,2,-9579.709291664489,235218.75263396004
A18819,100,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-19357.379384625463,-94189.00441697637
A29901,100,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,-2,-2,-2,-2,-27907.929141885033,-232981.7102166324
A28642,400,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,2,2,2,2,-20938.16186377203,-209727.36370094414
A96,400,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-1,-2,-2,-2,-26782.106549551845,-247107.51931725835
A22759,500,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,19725.951701039023,-201200.91784211586
A16481,100,56,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,2,0,0,2,-20393.624340691145,-161894.91877511362
A5327,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-6851.325373162952,-226906.16718354597
A14,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-21098.933769292955,-107150.37491696191
A19691,1000,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,14708.928341507597,594792.0266328934
A364,300,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2,-2,-2,-1,-1,-1,39817.16306864096,-46022.20351051433
A25579,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-1,-1,-1,-1,-1,-20589.9495704245,-239954.54880830235
A7387,400,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,0,0,0,0,-14217.551157257427,9265.64038512153
A9387,500,73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1,-1,-1,0,0,-2,-14368.638517843814,-222613.51323813773
A26498,300,56,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,-18355.307217298658,-4189.690209820888
A23791,300,56,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2,-2,-2,-2,-2,-2,-27001.577084512002,-249390.12647760406
A17887,1000,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-18381.42629538961,-122481.8626307536
A5379,400,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-8168.029582739456,367113.7415698382
A5325,100,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,-2,-2,-2,-2,-27907.929141885033,-246631.5655948927
A29643,300,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,0,0,2,0,-6620.18474937496,213008.98976627542
A28911,1000,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,2,2,0,0,16493.820936442393,1428906.4331594517
A21013,500,38,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,2,2,2,2,2,-27907.929141885033,-236341.55131917424
A27595,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,2,0,0,-17738.221816750935,-188027.6408364684
A18505,200,24,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,35745.22547812471,120599.12928179766
A1759,1000,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,-1,-1,22467.903889914443,-123769.28616271641
A583,200,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,-1,-1,-1,-22212.741463513445,-223113.66483206724
A16638,100,38,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,3,2,0,-23153.7440822252,-196436.6327798019
A25539,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,620.8194284005247,-120012.31930723014
A17857,200,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,2,-18203.101626139593,-2485.4970363891375
A12189,300,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-6664.000326614886,101597.49408308596
A9204,200,56,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2,-2,-2,-1,0,0,-10097.428611283995,-72369.49955161351
A8469,200,38,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,2,2,0,0,-22914.321155012036,-49463.67253957077
A23984,400,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-23417.03084439018,-224052.72534464547
A12865,1000,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-23176.86518206923,-131774.9507189565
A9797,100,38,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,-21495.60368130993,-158792.8197692189
A25519,1000,38,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2,-2,-2,-2,-2,-2,-7002.333080560722,-229952.52409298084
A14926,1000,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,3240.2290770896598,596913.5855184426
A25180,200,24,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,-1,6936.482179383273,-164668.71321658746
A17606,200,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,2,0,0,-15629.8603254378,30653.584962583183
A6151,1000,38,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,-2,-1,-1,-1,-1,345762.1795611043,-238468.47487245634
A25201,100,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,-22632.082889370275,-201161.80827109554
A17289,200,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,-1,0,-21550.187321672656,-188269.7764198138
A15240,400,38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,2,0,0,0,-785.8229035701779,449926.90897453227
A22341,1000,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,4710.443250909989,-174380.6560228715
A14083,1000,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,-1,-1,-21625.249703631554,-243984.3527079163
A2580,300,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-16236.09799279384,-233920.02752677794
A13237,200,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,-21230.06420749087,-189976.13780988337
A10080,500,38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1,-1,-1,0,0,0,128429.03712109811,-179888.42158241748
A9162,1500,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,46544.359016572904,673124.6099099072
A12000,100,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,0,0,0,-2,-26166.533469328955,-162520.061093424
A24257,1000,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,2,2,2,2,-1349.012754301285,383249.9228090149
A9822,100,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,2,2,2,3,-17427.43572529872,-187076.88827621835
A15739,400,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,211.9821564600023,492959.5575318199
A21456,500,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,0,0,0,2,-7203.568837526764,165153.81019558597
A14252,300,24,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0,0,0,-16593.054591496475,73973.7366085143
A6336,1000,38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,-6348.465363070194,353337.5236400511
A25100,1000,56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-2,-2,-2,-2,-2,-27907.929141885033,-246548.7177014931
A28829,400,38,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-14682.44033622293,35270.53953094389
